team,group,squad_number,position,player,date_of_birth,age,caps,goals,club,player_count,wiki_link,birthplace,lon,lat
Egypt,A,1,GK,Essam El-Hadary ,1973-01-15,45,157,0,Al-Taawoun,1,https://en.wikipedia.org/wiki/Essam_El-Hadary,"Kafr El-Battikh, Damietta, Egypt",31.739417,31.4027024
Egypt,A,2,DF,Ali Gabr,1989-01-01,29,20,1,West Bromwich Albion,1,https://en.wikipedia.org/wiki/Ali_Gabr,"Alexandria, Egypt",29.9187387,31.2000924
Egypt,A,3,DF,Ahmed Elmohamady,1987-09-09,30,77,2,Aston Villa,1,https://en.wikipedia.org/wiki/Ahmed_Elmohamady,"Basyoun, Egypt",30.8157423,30.9422647
Egypt,A,4,MF,Omar Gaber,1992-01-30,26,23,0,Los Angeles FC,1,https://en.wikipedia.org/wiki/Omar_Gaber,"Cairo, Egypt",31.2357116,30.0444196
Egypt,A,5,MF,Sam Morsy,1991-09-10,26,4,0,Wigan Athletic,1,https://en.wikipedia.org/wiki/Sam_Morsy,"Wolverhampton, England",-2.12882,52.586973
Egypt,A,6,DF,Ahmed Hegazi,1991-01-25,27,44,1,West Bromwich Albion,1,https://en.wikipedia.org/wiki/Ahmed_Hegazi_(footballer),"Ismailia, Egypt",32.2714587,30.5964923
Egypt,A,7,DF,Ahmed Fathy,1984-11-10,33,125,3,Al Ahly,1,https://en.wikipedia.org/wiki/Ahmed_Fathy,"Banha, Egypt",31.1848307,30.4659929
Egypt,A,8,MF,Tarek Hamed,1988-10-24,29,20,0,Zamalek,1,https://en.wikipedia.org/wiki/Tarek_Hamed,"Cairo, Egypt",31.2357116,30.0444196
Egypt,A,9,FW,Marwan Mohsen,1989-02-26,29,23,4,Al Ahly,1,https://en.wikipedia.org/wiki/Marwan_Mohsen,"Cairo, Egypt",31.2357116,30.0444196
Egypt,A,10,FW,Mohamed Salah,1992-06-15,25,57,33,Liverpool,1,https://en.wikipedia.org/wiki/Mohamed_Salah,"Nagrig, Egypt",30.8671201,30.9762977
Egypt,A,11,FW,Kahraba,1994-04-13,24,18,3,Al-Ittihad,1,https://en.wikipedia.org/wiki/Kahraba_(footballer),"Cairo, Egypt",31.2357116,30.0444196
Egypt,A,12,DF,Ayman Ashraf,1991-04-09,27,4,0,Al Ahly,1,https://en.wikipedia.org/wiki/Ayman_Ashraf,"Cairo, Egypt",31.2357116,30.0444196
Egypt,A,13,DF,Mohamed Abdel-Shafy,1985-07-01,32,50,1,Al-Fateh,1,https://en.wikipedia.org/wiki/Mohamed_Abdel-Shafy,"El Marg, Cairo, Egypt",31.2357116,30.0444196
Egypt,A,14,FW,Ramadan Sobhi,1997-01-23,21,22,1,Stoke City,1,https://en.wikipedia.org/wiki/Ramadan_Sobhi,"Cairo, Egypt",31.2357116,30.0444196
Egypt,A,15,DF,Mahmoud Hamdy,1995-06-01,23,0,0,Zamalek,1,https://en.wikipedia.org/wiki/Mahmoud_Hamdy,"Belbais, Egypt",31.5621184,30.4158383
Egypt,A,16,GK,Sherif Ekramy,1983-07-10,34,22,0,Al Ahly,1,https://en.wikipedia.org/wiki/Sherif_Ekramy,"Cairo, Egypt",31.2357116,30.0444196
Egypt,A,17,MF,Mohamed Elneny,1992-07-11,25,60,5,Arsenal,1,https://en.wikipedia.org/wiki/Mohamed_Elneny,"El-Mahalla El-Kubra, Egypt",31.168083,30.9696706
Egypt,A,18,FW,Shikabala,1986-03-05,32,29,2,Al-Raed,1,https://en.wikipedia.org/wiki/Shikabala,"Aswan, Egypt",32.8998293,24.088938
Egypt,A,19,MF,Abdallah Said,1985-07-13,32,35,6,KuPS,1,https://en.wikipedia.org/wiki/Abdallah_Said,"Ismailia, Egypt",32.2714587,30.5964923
Egypt,A,20,DF,Saad Samir,1989-04-01,29,11,0,Al Ahly,1,https://en.wikipedia.org/wiki/Saad_Samir,"Cairo, Egypt",31.2357116,30.0444196
Egypt,A,21,MF,Trézéguet,1994-10-01,23,23,2,Kasımpaşa,1,https://en.wikipedia.org/wiki/Mahmoud_Hassan_(footballer),"Kafr El Sheikh, Egypt",30.9419751,31.1063198
Egypt,A,22,FW,Amr Warda,1993-09-17,24,15,0,Atromitos,1,https://en.wikipedia.org/wiki/Amr_Warda,"Alexandria, Egypt",29.9187387,31.2000924
Egypt,A,23,GK,Mohamed El-Shenawy,1988-12-18,29,2,0,Al Ahly,1,https://en.wikipedia.org/wiki/Mohamed_El-Shenawy,"Al Hamool, Egypt",31.1501813,31.3091986
Russia,A,1,GK,Igor Akinfeev ,1986-04-08,32,105,0,CSKA Moscow,1,https://en.wikipedia.org/wiki/Igor_Akinfeev,"Vidnoye, Soviet Union",37.6986011,55.54708919999999
Russia,A,2,DF,Mário Fernandes,1990-09-19,27,4,0,CSKA Moscow,1,https://en.wikipedia.org/wiki/M%C3%A1rio_Figueira_Fernandes,"São Caetano do Sul, Brazil",-46.5552433,-23.6233625
Russia,A,3,DF,Ilya Kutepov,1993-07-29,24,6,0,Spartak Moscow,1,https://en.wikipedia.org/wiki/Ilya_Kutepov,"Stavropol, Russia",41.9683431,45.0454764
Russia,A,4,DF,Sergei Ignashevich,1979-07-14,38,121,8,CSKA Moscow,1,https://en.wikipedia.org/wiki/Sergei_Ignashevich,"Moscow, Russian SFSR, Soviet Union",37.6172999,55.755826
Russia,A,5,DF,Andrei Semyonov,1989-03-24,29,6,0,Akhmat Grozny,1,https://en.wikipedia.org/wiki/Andrei_Sergeyevich_Semyonov,"Moscow, Russian SFSR",37.6172999,55.755826
Russia,A,6,MF,Denis Cheryshev,1990-12-26,27,11,0,Villarreal,1,https://en.wikipedia.org/wiki/Denis_Cheryshev,"Nizhny Novgorod, Soviet Union",43.93605900000001,56.2965039
Russia,A,7,MF,Daler Kuzyayev,1993-01-15,25,5,0,Zenit Saint Petersburg,1,https://en.wikipedia.org/wiki/Daler_Kuzyayev,"Naberezhnye Chelny, Russia",52.3721038,55.7185054
Russia,A,8,MF,Yury Gazinsky,1989-07-20,28,5,0,Krasnodar,1,https://en.wikipedia.org/wiki/Yury_Gazinsky,"Komsomolsk-on-Amur,Khabarovsk Krai, Soviet Union",136.9658947,50.5670331
Russia,A,9,MF,Alan Dzagoev,1990-06-17,27,56,9,CSKA Moscow,1,https://en.wikipedia.org/wiki/Alan_Dzagoev,"Beslan, Soviet Union",44.5483745,43.1936595
Russia,A,10,FW,Fyodor Smolov,1990-02-09,28,31,12,Krasnodar,1,https://en.wikipedia.org/wiki/Fyodor_Smolov,"Saratov, Russian SFSR, Soviet Union",45.9608031,51.5923654
Russia,A,11,MF,Roman Zobnin,1994-02-11,24,11,0,Spartak Moscow,1,https://en.wikipedia.org/wiki/Roman_Zobnin,"Irkutsk, Russia",104.3050183,52.28697409999999
Russia,A,12,GK,Andrey Lunyov,1991-11-13,26,3,0,Zenit Saint Petersburg,1,https://en.wikipedia.org/wiki/Andrey_Lunyov,"Moscow, Soviet Union",37.6172999,55.755826
Russia,A,13,DF,Fyodor Kudryashov,1987-04-05,31,18,0,Rubin Kazan,1,https://en.wikipedia.org/wiki/Fyodor_Kudryashov,"Irkutsk Oblast, Russian SFSR, Soviet Union",103.948625,56.13214199999999
Russia,A,14,DF,Vladimir Granat,1987-05-22,31,12,1,Rubin Kazan,1,https://en.wikipedia.org/wiki/Vladimir_Granat,"Ulan-Ude, Soviet Union",107.607338,51.8238785
Russia,A,15,MF,Aleksei Miranchuk,1995-10-17,22,17,4,Lokomotiv Moscow,1,https://en.wikipedia.org/wiki/Aleksei_Miranchuk,"Slavyansk-na-Kubani, Russia",38.124859,45.2588008
Russia,A,16,MF,Anton Miranchuk,1995-10-17,22,5,0,Lokomotiv Moscow,1,https://en.wikipedia.org/wiki/Anton_Miranchuk,"Slavyansk-na-Kubani, Russia",38.124859,45.2588008
Russia,A,17,MF,Aleksandr Golovin,1996-05-30,22,18,2,CSKA Moscow,1,https://en.wikipedia.org/wiki/Aleksandr_Golovin_(footballer),"Kaltan, Russia",87.2691571,53.5216252
Russia,A,18,MF,Yuri Zhirkov,1983-08-20,34,83,2,Zenit Saint Petersburg,1,https://en.wikipedia.org/wiki/Yuri_Zhirkov,"Tambov, Russian SFSR, Soviet Union",41.4423062,52.723598
Russia,A,19,MF,Aleksandr Samedov,1984-07-19,33,47,6,Spartak Moscow,1,https://en.wikipedia.org/wiki/Aleksandr_Samedov,"Moscow, Soviet Union",37.6172999,55.755826
Russia,A,20,GK,Vladimir Gabulov,1983-10-19,34,10,0,Club Brugge,1,https://en.wikipedia.org/wiki/Vladimir_Gabulov,"Mozdok, Soviet Union",44.6490428,43.7537688
Russia,A,21,MF,Aleksandr Yerokhin,1989-10-13,28,17,0,Zenit Saint Petersburg,1,https://en.wikipedia.org/wiki/Aleksandr_Yerokhin,"Barnaul, Soviet Union",83.6812451,53.3547808
Russia,A,22,FW,Artem Dzyuba,1988-08-22,29,23,11,Arsenal Tula,1,https://en.wikipedia.org/wiki/Artem_Dzyuba,"Moscow, Soviet Union",37.6172999,55.755826
Russia,A,23,DF,Igor Smolnikov,1988-08-08,29,26,0,Zenit Saint Petersburg,1,https://en.wikipedia.org/wiki/Igor_Smolnikov,"Kamensk-Uralsky, Soviet Union",61.913483,56.42414489999999
Saudi Arabia,A,1,GK,Abdullah Al-Mayouf,1987-01-23,31,10,0,Al-Hilal,1,https://en.wikipedia.org/wiki/Abdullah_Al-Mayouf,"Riyadh, Saudi Arabia",46.6752957,24.7135517
Saudi Arabia,A,2,DF,Mansoor Al-Harbi,1987-10-19,30,39,1,Al-Ahli,1,https://en.wikipedia.org/wiki/Mansoor_Al-Harbi,"Jeddah, Saudi Arabia",39.19250479999999,21.485811000000002
Saudi Arabia,A,3,DF,Osama Hawsawi ,1984-03-31,34,134,7,Al-Hilal,1,https://en.wikipedia.org/wiki/Osama_Hawsawi,"Mecca, Saudi Arabia",39.8579118,21.3890824
Saudi Arabia,A,4,DF,Ali Al-Bulaihi,1989-11-21,28,3,0,Al-Hilal,1,https://en.wikipedia.org/wiki/Ali_Al-Bulaihi,Saudi Arabia,45.079162,23.885942
Saudi Arabia,A,5,DF,Omar Hawsawi,1985-09-27,32,41,3,Al-Nassr,1,https://en.wikipedia.org/wiki/Omar_Hawsawi,Saudi Arabia,45.079162,23.885942
Saudi Arabia,A,6,DF,Mohammed Al-Breik,1992-09-15,25,10,1,Al-Hilal,1,https://en.wikipedia.org/wiki/Mohammed_Al-Breik,Saudi Arabia,45.079162,23.885942
Saudi Arabia,A,7,MF,Salman Al-Faraj,1989-08-01,28,42,3,Al-Hilal,1,https://en.wikipedia.org/wiki/Salman_Al-Faraj,"Medina, Saudi Arabia",39.5691841,24.5246542
Saudi Arabia,A,8,MF,Yahya Al-Shehri,1990-06-26,27,56,8,Leganés,1,https://en.wikipedia.org/wiki/Yahya_Al-Shehri,"Dammam, Saudi Arabia",50.088794300000004,26.4206828
Saudi Arabia,A,9,MF,Hattan Bahebri,1992-07-16,25,4,0,Al-Shabab,1,https://en.wikipedia.org/wiki/Hattan_Bahebri,"Jeddah, Saudi Arabia",39.19250479999999,21.485811000000002
Saudi Arabia,A,10,FW,Mohammad Al-Sahlawi,1987-01-10,31,39,28,Al-Nassr,1,https://en.wikipedia.org/wiki/Mohammad_Al-Sahlawi,"Hofuf, Saudi Arabia",49.5887652,25.380026
Saudi Arabia,A,11,MF,Abdulmalek Al-Khaibri,1986-03-13,32,36,0,Al-Hilal,1,https://en.wikipedia.org/wiki/Abdulmalek_Al-Khaibri,"Riyadh,Saudi Arabia",46.6752957,24.7135517
Saudi Arabia,A,12,MF,Mohamed Kanno,1994-09-22,23,6,1,Al-Hilal,1,https://en.wikipedia.org/wiki/Mohamed_Kanno,Saudi Arabia,45.079162,23.885942
Saudi Arabia,A,13,DF,Yasser Al-Shahrani,1992-05-25,26,36,0,Al-Hilal,1,https://en.wikipedia.org/wiki/Yasser_Al-Shahrani,"Dammam, Saudi Arabia",50.088794300000004,26.4206828
Saudi Arabia,A,14,MF,Abdullah Otayf,1992-08-03,25,15,1,Al-Hilal,1,https://en.wikipedia.org/wiki/Abdullah_Otayf,"Riyadh, Saudi Arabia",46.6752957,24.7135517
Saudi Arabia,A,15,MF,Abdullah Al-Khaibari,1996-08-16,21,4,0,Al-Shabab,1,https://en.wikipedia.org/wiki/Abdullah_Al-Khaibari,Saudi Arabia,45.079162,23.885942
Saudi Arabia,A,16,MF,Housain Al-Mogahwi,1988-03-24,30,17,1,Al-Ahli,1,https://en.wikipedia.org/wiki/Housain_Al-Mogahwi,"Jeddah, Saudi Arabia",39.19250479999999,21.485811000000002
Saudi Arabia,A,17,MF,Taisir Al-Jassim,1984-07-25,33,131,18,Al-Ahli,1,https://en.wikipedia.org/wiki/Taisir_Al-Jassim,"Al-Hasa, Saudi Arabia",49.5887652,25.380026
Saudi Arabia,A,18,MF,Salem Al-Dawsari,1991-08-19,26,32,4,Villarreal,1,https://en.wikipedia.org/wiki/Salem_Al-Dawsari,"Jeddah, Saudi Arabia",39.19250479999999,21.485811000000002
Saudi Arabia,A,19,FW,Fahad Al-Muwallad,1994-09-14,23,44,10,Levante,1,https://en.wikipedia.org/wiki/Fahad_Al-Muwallad,"Jeddah, Saudi Arabia",39.19250479999999,21.485811000000002
Saudi Arabia,A,20,FW,Muhannad Assiri,1986-10-14,31,18,4,Al-Ahli,1,https://en.wikipedia.org/wiki/Muhannad_Assiri,"Muhayil, Saudi Arabia",42.0534398,18.5473952
Saudi Arabia,A,21,GK,Yasser Al-Mosailem,1984-02-27,34,32,0,Al-Ahli,1,https://en.wikipedia.org/wiki/Yasser_Al-Mosailem,"Al-Ahsa, Saudi Arabia",50.6793759,22.2954496
Saudi Arabia,A,22,GK,Mohammed Al-Owais,1991-10-10,26,6,0,Al-Ahli,1,https://en.wikipedia.org/wiki/Mohammed_Al-Owais,"Al-Hasa, Saudi Arabia",49.5887652,25.380026
Saudi Arabia,A,23,DF,Motaz Hawsawi,1992-02-17,26,17,0,Al-Ahli,1,https://en.wikipedia.org/wiki/Motaz_Hawsawi,"Jeddah, Saudi Arabia",39.19250479999999,21.485811000000002
Uruguay,A,1,GK,Fernando Muslera,1986-06-16,31,96,0,Galatasaray,1,https://en.wikipedia.org/wiki/Fernando_Muslera,"Buenos Aires, Argentina",-58.3815591,-34.6036844
Uruguay,A,2,DF,José Giménez,1995-01-20,23,41,4,Atlético Madrid,1,https://en.wikipedia.org/wiki/Jos%C3%A9_Gim%C3%A9nez,"Toledo, Uruguay",-56.0863325,-34.7406825
Uruguay,A,3,DF,Diego Godín ,1986-02-16,32,115,8,Atlético Madrid,1,https://en.wikipedia.org/wiki/Diego_God%C3%ADn,"Rosario, Uruguay",-57.3552999,-34.3215988
Uruguay,A,4,DF,Guillermo Varela,1993-03-24,25,3,0,Peñarol,1,https://en.wikipedia.org/wiki/Guillermo_Varela,"Montevideo, Uruguay",-56.16453139999999,-34.9011127
Uruguay,A,5,MF,Carlos Sánchez,1984-12-02,33,35,1,Monterrey,1,https://en.wikipedia.org/wiki/Carlos_Andr%C3%A9s_S%C3%A1nchez,"Montevideo, Uruguay",-56.16453139999999,-34.9011127
Uruguay,A,6,MF,Rodrigo Bentancur,1997-06-25,20,6,0,Juventus,1,https://en.wikipedia.org/wiki/Rodrigo_Bentancur,"Nueva Helvecia, Uruguay",-57.2310521,-34.3042878
Uruguay,A,7,MF,Cristian Rodríguez,1985-09-30,32,104,11,Peñarol,1,https://en.wikipedia.org/wiki/Cristian_Rodr%C3%ADguez,"Juan Lacaze, Uruguay",-57.4485845,-34.421323
Uruguay,A,8,MF,Nahitan Nández,1995-12-28,22,11,0,Boca Juniors,1,https://en.wikipedia.org/wiki/Nahitan_N%C3%A1ndez,"Punta del Este, Uruguay",-54.9281496,-34.9368789
Uruguay,A,9,FW,Luis Suárez,1987-01-24,31,97,50,Barcelona,1,https://en.wikipedia.org/wiki/Luis_Su%C3%A1rez,"Salto, Uruguay",-57.9600793,-31.3854988
Uruguay,A,10,FW,Giorgian De Arrascaeta,1994-06-01,24,13,1,Cruzeiro,1,https://en.wikipedia.org/wiki/Giorgian_De_Arrascaeta,"Nuevo Berlín, Uruguay",-58.04700080000001,-32.9809545
Uruguay,A,11,FW,Cristhian Stuani,1986-10-12,31,40,5,Girona,1,https://en.wikipedia.org/wiki/Cristhian_Stuani,"Tala, Uruguay",-55.7648161,-34.343056
Uruguay,A,12,GK,Martín Campaña,1989-05-29,29,1,0,Independiente,1,https://en.wikipedia.org/wiki/Mart%C3%ADn_Campa%C3%B1a,"Maldonado, Uruguay",-54.9501708,-34.905408
Uruguay,A,13,DF,Gastón Silva,1994-03-05,24,17,0,Independiente,1,https://en.wikipedia.org/wiki/Gast%C3%B3n_Silva,"Salto, Uruguay",-57.9600793,-31.3854988
Uruguay,A,14,MF,Lucas Torreira,1996-02-11,22,2,0,Sampdoria,1,https://en.wikipedia.org/wiki/Lucas_Torreira,"Fray Bentos, Uruguay",-58.2975552,-33.1228052
Uruguay,A,15,MF,Matías Vecino,1991-08-24,26,21,1,Inter Milan,1,https://en.wikipedia.org/wiki/Mat%C3%ADas_Vecino,"Canelones, Uruguay",-56.2873482,-34.5291043
Uruguay,A,16,DF,Maxi Pereira,1984-06-08,33,124,3,Porto,1,https://en.wikipedia.org/wiki/Maxi_Pereira,"Montevideo, Uruguay",-56.16453139999999,-34.9011127
Uruguay,A,17,MF,Diego Laxalt,1993-02-07,25,5,0,Genoa,1,https://en.wikipedia.org/wiki/Diego_Laxalt,"Montevideo, Uruguay",-56.16453139999999,-34.9011127
Uruguay,A,18,FW,Maxi Gómez,1996-08-14,21,4,0,Celta Vigo,1,https://en.wikipedia.org/wiki/Maxi_G%C3%B3mez,"Paysandú, Uruguay",-58.08113400000001,-32.2706789
Uruguay,A,19,DF,Sebastián Coates,1990-10-07,27,30,1,Sporting CP,1,https://en.wikipedia.org/wiki/Sebasti%C3%A1n_Coates,"Montevideo, Uruguay",-56.16453139999999,-34.9011127
Uruguay,A,20,FW,Jonathan Urretaviscaya,1990-03-19,28,4,0,Monterrey,1,https://en.wikipedia.org/wiki/Jonathan_Urretaviscaya,"Montevideo, Uruguay",-56.16453139999999,-34.9011127
Uruguay,A,21,FW,Edinson Cavani,1987-02-14,31,100,42,Paris Saint-Germain,1,https://en.wikipedia.org/wiki/Edinson_Cavani,"Salto, Uruguay",-57.9600793,-31.3854988
Uruguay,A,22,DF,Martín Cáceres,1987-04-07,31,75,4,Lazio,1,https://en.wikipedia.org/wiki/Mart%C3%ADn_C%C3%A1ceres,"Montevideo, Uruguay",-56.16453139999999,-34.9011127
Uruguay,A,23,GK,Martín Silva,1983-03-25,35,11,0,Vasco da Gama,1,https://en.wikipedia.org/wiki/Mart%C3%ADn_Silva,"Montevideo, Uruguay",-56.16453139999999,-34.9011127
Iran,B,1,GK,Alireza Beiranvand,1992-09-21,25,21,0,Persepolis,1,https://en.wikipedia.org/wiki/Alireza_Beiranvand,"Sarab-e Yas, Khorramabad County, Iran",48.3427034,33.430291
Iran,B,2,MF,Mehdi Torabi,1994-09-10,23,16,4,Saipa,1,https://en.wikipedia.org/wiki/Mehdi_Torabi,"Eshtehard, Iran",50.3661798,35.7243831
Iran,B,3,DF,Ehsan Hajsafi,1990-02-25,28,93,6,Olympiacos,1,https://en.wikipedia.org/wiki/Ehsan_Hajsafi,"Kashan, Iran",51.4099625,33.9850358
Iran,B,4,DF,Rouzbeh Cheshmi,1993-07-24,24,9,1,Esteghlal,1,https://en.wikipedia.org/wiki/Rouzbeh_Cheshmi,"Tehran, Iran",51.3889736,35.6891975
Iran,B,5,DF,Milad Mohammadi,1993-09-29,24,18,0,Akhmat Grozny,1,https://en.wikipedia.org/wiki/Milad_Mohammadi,"Tehran, Iran",51.3889736,35.6891975
Iran,B,6,MF,Saeid Ezatolahi,1996-10-01,21,25,1,Amkar Perm,1,https://en.wikipedia.org/wiki/Saeid_Ezatolahi,"Bandar-e Anzali, Iran",49.4798635,37.4639089
Iran,B,7,MF,Masoud Shojaei ,1984-06-09,33,73,8,AEK Athens,1,https://en.wikipedia.org/wiki/Masoud_Shojaei,"Shiraz, Iran",52.5836982,29.5917677
Iran,B,8,DF,Morteza Pouraliganji,1992-04-19,26,26,2,Al-Sadd,1,https://en.wikipedia.org/wiki/Morteza_Pouraliganji,"Babol, Iran",52.6764543,36.5386629
Iran,B,9,MF,Omid Ebrahimi,1987-09-16,30,29,0,Esteghlal,1,https://en.wikipedia.org/wiki/Omid_Ebrahimi,"Neka, Iran",53.2988862,36.6483043
Iran,B,10,FW,Karim Ansarifard,1990-04-03,28,63,16,Olympiacos,1,https://en.wikipedia.org/wiki/Karim_Ansarifard,"Ardabil, Iran",48.2999901,38.2537363
Iran,B,11,MF,Vahid Amiri,1988-04-02,30,35,1,Persepolis,1,https://en.wikipedia.org/wiki/Vahid_Amiri,"Darreh-ye Badam, Iran",53.688046,32.427908
Iran,B,12,GK,Mohammad Rashid Mazaheri,1989-05-18,29,3,0,Zob Ahan Esfahan,1,https://en.wikipedia.org/wiki/Mohammad_Rashid_Mazaheri,"Gachsaran, Iran",50.79363009999999,30.3659761
Iran,B,13,DF,Mohammad Reza Khanzadeh,1991-05-11,27,11,1,Padideh,1,https://en.wikipedia.org/wiki/Mohammad_Reza_Khanzadeh,"Tehran, Iran",51.3889736,35.6891975
Iran,B,14,FW,Saman Ghoddos,1993-09-06,24,7,1,Östersund,1,https://en.wikipedia.org/wiki/Saman_Ghoddos,"Malmö, Sweden",13.003822,55.604981
Iran,B,15,DF,Pejman Montazeri,1983-09-06,34,46,1,Esteghlal,1,https://en.wikipedia.org/wiki/Pejman_Montazeri,"Ahvaz, Iran",48.6706187,31.3183272
Iran,B,16,FW,Reza Ghoochannejhad,1987-09-20,30,42,17,Heerenveen,1,https://en.wikipedia.org/wiki/Reza_Ghoochannejhad,"Mashhad, Iran",59.6167549,36.2604623
Iran,B,17,FW,Mehdi Taremi,1992-07-18,25,25,11,Al-Gharafa,1,https://en.wikipedia.org/wiki/Mehdi_Taremi,"Bushehr, Iran",50.820314,28.9233837
Iran,B,18,FW,Alireza Jahanbakhsh,1993-08-11,24,37,4,AZ,1,https://en.wikipedia.org/wiki/Alireza_Jahanbakhsh,"Jirandeh, Gilan, Iran",49.7882142,36.7035703
Iran,B,19,DF,Majid Hosseini,1996-06-20,21,1,0,Esteghlal,1,https://en.wikipedia.org/wiki/Majid_Hosseini,"Karaj, Iran",50.9390906,35.8400188
Iran,B,20,FW,Sardar Azmoun,1995-01-01,23,32,23,Rubin Kazan,1,https://en.wikipedia.org/wiki/Sardar_Azmoun,"Gonbad-e Kavus, Iran",55.1596592,37.24066759999999
Iran,B,21,FW,Ashkan Dejagah,1986-07-05,31,45,9,Nottingham Forest,1,https://en.wikipedia.org/wiki/Ashkan_Dejagah,"Tehran, Iran",51.3889736,35.6891975
Iran,B,22,GK,Amir Abedzadeh,1993-04-26,25,1,0,Marítimo,1,https://en.wikipedia.org/wiki/Amir_Abedzadeh,"Tehran, Iran",51.3889736,35.6891975
Iran,B,23,DF,Ramin Rezaeian,1990-03-21,28,27,2,Oostende,1,https://en.wikipedia.org/wiki/Ramin_Rezaeian,"Sari, Iran",53.0586328,36.5658729
Morocco,B,1,GK,Yassine Bounou,1991-04-05,27,11,0,Girona,1,https://en.wikipedia.org/wiki/Yassine_Bounou,"Montreal, Canada",-73.567256,45.5016889
Morocco,B,2,DF,Achraf Hakimi,1998-11-04,19,9,1,Real Madrid,1,https://en.wikipedia.org/wiki/Achraf_Hakimi,"Madrid, Spain",-3.7037902,40.4167754
Morocco,B,3,DF,Hamza Mendyl,1997-10-21,20,13,0,Lille,1,https://en.wikipedia.org/wiki/Hamza_Mendyl,"Casablanca, Morocco",-7.589843399999999,33.5731104
Morocco,B,4,DF,Manuel da Costa,1986-05-06,32,27,1,İstanbul Başakşehir,1,https://en.wikipedia.org/wiki/Manuel_da_Costa_(footballer),"Saint-Max, France",6.206419899999999,48.705512
Morocco,B,5,DF,Medhi Benatia ,1987-04-17,31,56,2,Juventus,1,https://en.wikipedia.org/wiki/Medhi_Benatia,"Courcouronnes, France",2.407091,48.617871
Morocco,B,6,DF,Romain Saïss,1990-03-26,28,23,1,Wolverhampton Wanderers,1,https://en.wikipedia.org/wiki/Romain_Sa%C3%AFss,"Bourg-de-Péage, France",5.050948,45.040419
Morocco,B,7,MF,Hakim Ziyech,1993-03-19,25,17,8,Ajax,1,https://en.wikipedia.org/wiki/Hakim_Ziyech,"Dronten, Netherlands",5.7218086,52.5346819
Morocco,B,8,MF,Karim El Ahmadi,1985-01-27,33,50,1,Feyenoord,1,https://en.wikipedia.org/wiki/Karim_El_Ahmadi,"Enschede, Netherlands",6.8936619,52.2215372
Morocco,B,9,FW,Ayoub El Kaabi,1993-06-25,24,9,11,RS Berkane,1,https://en.wikipedia.org/wiki/Ayoub_El_Kaabi,"Casablanca, Morocco",-7.589843399999999,33.5731104
Morocco,B,10,MF,Younès Belhanda,1990-02-25,28,46,4,Galatasaray,1,https://en.wikipedia.org/wiki/Youn%C3%A8s_Belhanda,"Avignon, France",4.805528,43.94931700000001
Morocco,B,11,MF,Fayçal Fajr,1988-08-01,29,23,2,Getafe,1,https://en.wikipedia.org/wiki/Fay%C3%A7al_Fajr,"Rouen, France",1.099971,49.44323199999999
Morocco,B,12,GK,Munir Mohamedi,1989-05-10,29,26,0,Numancia,1,https://en.wikipedia.org/wiki/Munir_Mohand_Mohamedi,"Melilla, Spain",-2.9380973,35.2922775
Morocco,B,13,FW,Khalid Boutaïb,1987-04-24,31,17,7,Yeni Malatyaspor,1,https://en.wikipedia.org/wiki/Khalid_Bouta%C3%AFb,"Bagnols-sur-Cèze, France",4.620075,44.16252
Morocco,B,14,MF,Mbark Boussoufa,1984-08-15,33,58,7,Al-Jazira,1,https://en.wikipedia.org/wiki/Mbark_Boussoufa,"Amsterdam, Netherlands",4.895167900000001,52.3702157
Morocco,B,15,MF,Youssef Aït Bennasser,1996-07-07,21,13,0,Caen,1,https://en.wikipedia.org/wiki/Youssef_A%C3%AFt_Bennasser,"Toul, France",5.890159,48.678296
Morocco,B,16,MF,Nordin Amrabat,1987-03-31,31,43,4,Leganés,1,https://en.wikipedia.org/wiki/Nordin_Amrabat,"Naarden, Netherlands",5.160423799999999,52.2952549
Morocco,B,17,DF,Nabil Dirar,1986-02-25,32,34,3,Fenerbahçe,1,https://en.wikipedia.org/wiki/Nabil_Dirar,"Casablanca, Morocco",-7.589843399999999,33.5731104
Morocco,B,18,MF,Amine Harit,1997-06-18,20,5,0,Schalke 04,1,https://en.wikipedia.org/wiki/Amine_Harit,"Pontoise, France",2.100645,49.050966
Morocco,B,19,FW,Youssef En-Nesyri,1997-06-01,21,15,1,Málaga,1,https://en.wikipedia.org/wiki/Youssef_En-Nesyri,"Fez, Morocco",-5.0078451,34.0181246
Morocco,B,20,FW,Aziz Bouhaddouz,1987-03-30,31,14,3,FC St. Pauli,1,https://en.wikipedia.org/wiki/Aziz_Bouhaddouz,"Berkane, Morocco",-2.3123031,34.9177281
Morocco,B,21,MF,Sofyan Amrabat,1996-08-21,21,5,0,Feyenoord,1,https://en.wikipedia.org/wiki/Sofyan_Amrabat,"Huizen, Netherlands",5.2433925,52.2994652
Morocco,B,22,GK,Ahmed Reda Tagnaouti,1996-04-05,22,2,0,IR Tanger,1,https://en.wikipedia.org/wiki/Ahmed_Reda_Tagnaouti,"Casablanca, Morocco",-7.589843399999999,33.5731104
Morocco,B,23,MF,Mehdi Carcela,1989-07-01,28,20,1,Standard Liège,1,https://en.wikipedia.org/wiki/Mehdi_Carcela,"Liège, Belgium",5.5796662,50.6325574
