team,group,squad_number,position,player,date_of_birth,age,caps,goals,club,player_count,wiki_link,birthplace,lon,lat
Portugal,B,1,GK,Rui Patrício,1988-02-15,30,68,0,Sporting CP,1,https://en.wikipedia.org/wiki/Rui_Patr%C3%ADcio,"Marrazes, Portugal",-8.805053899999999,39.763454
Portugal,B,2,DF,Bruno Alves,1981-11-27,36,95,11,Rangers,1,https://en.wikipedia.org/wiki/Bruno_Alves,"Póvoa de Varzim, Portugal",-8.7609294,41.3803685
Portugal,B,3,DF,Pepe,1983-02-26,35,94,5,Beşiktaş,1,"https://en.wikipedia.org/wiki/Pepe_(footballer,_born_1983)","Maceió, Brazil",-35.7089492,-9.6498487
Portugal,B,4,MF,Manuel Fernandes,1986-02-05,32,14,3,Lokomotiv Moscow,1,"https://en.wikipedia.org/wiki/Manuel_Fernandes_(footballer,_born_1986)","Lisbon, Portugal",-9.1393366,38.7222524
Portugal,B,5,DF,Raphaël Guerreiro,1993-12-22,24,23,2,Borussia Dortmund,1,https://en.wikipedia.org/wiki/Rapha%C3%ABl_Guerreiro,"Le Blanc-Mesnil, France",2.46436,48.941345
Portugal,B,6,DF,José Fonte,1983-12-22,34,30,0,Dalian Yifang,1,https://en.wikipedia.org/wiki/Jos%C3%A9_Fonte,"Penafiel, Portugal",-8.2896845,41.2053186
Portugal,B,7,FW,Cristiano Ronaldo ,1985-02-05,33,149,81,Real Madrid,1,https://en.wikipedia.org/wiki/Cristiano_Ronaldo,"Funchal, Madeira, Portugal",-16.9240554,32.6669328
Portugal,B,8,MF,João Moutinho,1986-09-08,31,109,7,Monaco,1,https://en.wikipedia.org/wiki/Jo%C3%A3o_Moutinho,"Portimão, Portugal",-8.5376926,37.13617
Portugal,B,9,FW,André Silva,1995-11-06,22,22,12,Milan,1,"https://en.wikipedia.org/wiki/Andr%C3%A9_Silva_(footballer,_born_1995)","Baguim do Monte, Portugal",-8.541168400000002,41.1918929
Portugal,B,10,MF,João Mário,1993-01-19,25,35,2,West Ham United,1,https://en.wikipedia.org/wiki/Jo%C3%A3o_M%C3%A1rio_(Portuguese_footballer),"Porto, Portugal",-8.629105299999999,41.1579438
Portugal,B,11,MF,Bernardo Silva,1994-08-10,23,24,2,Manchester City,1,https://en.wikipedia.org/wiki/Bernardo_Silva,"Lisbon, Portugal",-9.1393366,38.7222524
Portugal,B,12,GK,Anthony Lopes,1990-10-01,27,7,0,Lyon,1,https://en.wikipedia.org/wiki/Anthony_Lopes,"Givors, France",4.772829,45.58329
Portugal,B,13,DF,Rúben Dias,1997-05-14,21,1,0,Benfica,1,https://en.wikipedia.org/wiki/R%C3%BAben_Dias,"Amadora, Portugal",-9.224547399999999,38.7577603
Portugal,B,14,MF,William Carvalho,1992-04-07,26,42,2,Sporting CP,1,https://en.wikipedia.org/wiki/William_Carvalho,"Luanda, Angola",13.2894368,-8.839987599999999
Portugal,B,15,DF,Ricardo Pereira,1993-10-06,24,4,0,Porto,1,https://en.wikipedia.org/wiki/Ricardo_Pereira_(footballer),"Lisbon, Portugal",-9.1393366,38.7222524
Portugal,B,16,MF,Bruno Fernandes,1994-09-08,23,5,0,Sporting CP,1,"https://en.wikipedia.org/wiki/Bruno_Fernandes_(footballer,_born_1994)","Maia, Portugal",-8.621049,41.2278891
Portugal,B,17,FW,Gonçalo Guedes,1996-11-29,21,9,1,Valencia,1,https://en.wikipedia.org/wiki/Gon%C3%A7alo_Guedes,"Benavente, Portugal",-8.8095801,38.9816876
Portugal,B,18,FW,Gelson Martins,1995-05-11,23,18,0,Sporting CP,1,https://en.wikipedia.org/wiki/Gelson_Martins,"Praia, Cape Verde",-23.5133267,14.93305
Portugal,B,19,DF,Mário Rui,1991-05-27,27,3,0,Napoli,1,https://en.wikipedia.org/wiki/M%C3%A1rio_Rui,"Sines, Portugal",-8.860890699999999,37.9571555
Portugal,B,20,FW,Ricardo Quaresma,1983-09-26,34,76,9,Beşiktaş,1,https://en.wikipedia.org/wiki/Ricardo_Quaresma,"Lisbon, Portugal",-9.1393366,38.7222524
Portugal,B,21,DF,Cédric,1991-08-31,26,28,1,Southampton,1,https://en.wikipedia.org/wiki/C%C3%A9dric_Soares,"Singen, Germany",8.8722387,47.7670971
Portugal,B,22,GK,Beto,1982-05-01,36,14,0,Göztepe,1,"https://en.wikipedia.org/wiki/Beto_(footballer,_born_1982)","Lisbon, Portugal",-9.1393366,38.7222524
Portugal,B,23,MF,Adrien Silva,1989-03-15,29,22,1,Leicester City,1,https://en.wikipedia.org/wiki/Adrien_Silva,"Angoulême, France",0.1562369,45.648377
Spain,B,1,GK,David de Gea,1990-11-07,27,28,0,Manchester United,1,https://en.wikipedia.org/wiki/David_de_Gea,"Madrid, Spain",-3.7037902,40.4167754
Spain,B,2,DF,Dani Carvajal,1992-01-11,26,15,0,Real Madrid,1,https://en.wikipedia.org/wiki/Dani_Carvajal,"Leganés, Spain",-3.7686545,40.3319506
Spain,B,3,DF,Gerard Piqué,1987-02-02,31,97,5,Barcelona,1,https://en.wikipedia.org/wiki/Gerard_Piqu%C3%A9,"Barcelona, Spain",2.1734035,41.3850639
Spain,B,4,DF,Nacho,1990-01-18,28,16,0,Real Madrid,1,"https://en.wikipedia.org/wiki/Nacho_(footballer,_born_1990)","Madrid, Spain",-3.7037902,40.4167754
Spain,B,5,MF,Sergio Busquets,1988-07-16,29,102,2,Barcelona,1,https://en.wikipedia.org/wiki/Sergio_Busquets,"Sabadell, Spain",2.1086131,41.5462745
Spain,B,6,MF,Andrés Iniesta,1984-05-11,34,126,14,Barcelona,1,https://en.wikipedia.org/wiki/Andr%C3%A9s_Iniesta,"Fuentealbilla, Spain",-1.5511323,39.2675127
Spain,B,7,MF,Saúl,1994-11-21,23,10,0,Atlético Madrid,1,https://en.wikipedia.org/wiki/Sa%C3%BAl_%C3%91%C3%ADguez,"Elche, Spain",-0.7125608,38.2699329
Spain,B,8,MF,Koke,1992-01-08,26,39,0,Atlético Madrid,1,"https://en.wikipedia.org/wiki/Koke_(footballer,_born_1992)","Madrid, Spain",-3.7037902,40.4167754
Spain,B,9,FW,Rodrigo,1991-03-06,27,5,2,Valencia,1,"https://en.wikipedia.org/wiki/Rodrigo_(footballer,_born_1991)","Rio de Janeiro, Brazil",-43.1728965,-22.9068467
Spain,B,10,MF,Thiago,1991-04-11,27,28,2,Bayern Munich,1,https://en.wikipedia.org/wiki/Thiago_Alc%C3%A2ntara,"San Pietro Vernotico, Italy",17.9967285,40.4875119
Spain,B,11,FW,Lucas Vázquez,1991-07-01,26,6,0,Real Madrid,1,https://en.wikipedia.org/wiki/Lucas_V%C3%A1zquez,"Curtis, Spain",-8.14653,43.1238014
Spain,B,12,DF,Álvaro Odriozola,1995-12-14,22,3,1,Real Sociedad,1,https://en.wikipedia.org/wiki/%C3%81lvaro_Odriozola,"San Sebastián, Spain",-1.9812313,43.318334
Spain,B,13,GK,Kepa Arrizabalaga,1994-10-03,23,1,0,Athletic Bilbao,1,https://en.wikipedia.org/wiki/Kepa_Arrizabalaga,"Ondarroa, Spain",-2.4251947,43.3213386
Spain,B,14,DF,César Azpilicueta,1989-08-28,28,22,0,Chelsea,1,https://en.wikipedia.org/wiki/C%C3%A9sar_Azpilicueta,"Pamplona, Spain",-1.6457745,42.812526
Spain,B,15,DF,Sergio Ramos ,1986-03-30,32,151,13,Real Madrid,1,https://en.wikipedia.org/wiki/Sergio_Ramos,"Camas, Spain",-6.0321884,37.401173
Spain,B,16,DF,Nacho Monreal,1986-02-26,32,22,1,Arsenal,1,https://en.wikipedia.org/wiki/Nacho_Monreal,"Pamplona, Spain",-1.6457745,42.812526
Spain,B,17,FW,Iago Aspas,1987-08-01,30,9,4,Celta Vigo,1,https://en.wikipedia.org/wiki/Iago_Aspas,"Moaña, Spain",-8.715083100000001,42.3077373
Spain,B,18,DF,Jordi Alba,1989-03-21,29,61,8,Barcelona,1,https://en.wikipedia.org/wiki/Jordi_Alba,"L'Hospitalet, Spain",2.1164942,41.3661865
Spain,B,19,FW,Diego Costa,1988-10-07,29,19,7,Atlético Madrid,1,https://en.wikipedia.org/wiki/Diego_Costa,"Lagarto, Brazil",-37.6734334,-10.9195816
Spain,B,20,MF,Marco Asensio,1996-01-21,22,11,0,Real Madrid,1,https://en.wikipedia.org/wiki/Marco_Asensio,"Palma, Spain",2.6501603,39.5696005
Spain,B,21,FW,David Silva,1986-01-08,32,120,35,Manchester City,1,https://en.wikipedia.org/wiki/David_Silva,"Arguineguín, Spain",-15.6833181,27.7619672
Spain,B,22,MF,Isco,1992-04-21,26,27,10,Real Madrid,1,https://en.wikipedia.org/wiki/Isco,"Benalmádena, Spain",-4.5168056,36.5987966
Spain,B,23,GK,Pepe Reina,1982-08-31,35,36,0,Napoli,1,https://en.wikipedia.org/wiki/Pepe_Reina,"Madrid, Spain",-3.7037902,40.4167754
Australia,C,1,GK,Mathew Ryan,1992-04-08,26,43,0,Brighton & Hove Albion,1,https://en.wikipedia.org/wiki/Mathew_Ryan,"Plumpton, New South Wales, Australia",150.8392,-33.7531
Australia,C,2,DF,Milos Degenek,1994-04-28,24,18,0,Yokohama F. Marinos,1,https://en.wikipedia.org/wiki/Milos_Degenek,"Knin, Croatia",16.1964988,44.0407757
Australia,C,3,DF,James Meredith,1988-04-05,30,2,0,Millwall,1,https://en.wikipedia.org/wiki/James_Meredith_(footballer),"Albury, Australia",146.9135418,-36.0737293
Australia,C,4,FW,Tim Cahill,1979-12-06,38,105,50,Millwall,1,https://en.wikipedia.org/wiki/Tim_Cahill,"Sydney, Australia",151.2092955,-33.8688197
Australia,C,5,DF,Mark Milligan,1985-08-04,32,70,6,Al-Ahli,1,https://en.wikipedia.org/wiki/Mark_Milligan,"Sydney, New South Wales, Australia",151.2092955,-33.8688197
Australia,C,6,DF,Matthew Jurman,1989-12-08,28,4,0,Suwon Samsung Bluewings,1,https://en.wikipedia.org/wiki/Matthew_Jurman,"Wollongong, New South Wales, Australia",150.8930607,-34.4278121
Australia,C,7,FW,Mathew Leckie,1991-02-04,27,52,8,Hertha BSC,1,https://en.wikipedia.org/wiki/Mathew_Leckie,"Melbourne, Victoria, Australia",144.9630576,-37.8136276
Australia,C,8,MF,Massimo Luongo,1992-09-25,25,35,5,Queens Park Rangers,1,https://en.wikipedia.org/wiki/Massimo_Luongo,"Sydney, New South Wales, Australia",151.2092955,-33.8688197
Australia,C,9,FW,Tomi Juric,1991-07-22,26,34,8,Luzern,1,https://en.wikipedia.org/wiki/Tomi_Juric,"Sydney, New South Wales, Australia",151.2092955,-33.8688197
Australia,C,10,FW,Robbie Kruse,1988-10-05,29,63,5,VfL Bochum,1,https://en.wikipedia.org/wiki/Robbie_Kruse,"Brisbane, Queensland, Australia",153.0251235,-27.4697707
Australia,C,11,FW,Andrew Nabbout,1992-12-17,25,3,1,Urawa Red Diamonds,1,https://en.wikipedia.org/wiki/Andrew_Nabbout,"Melbourne, Australia",144.9630576,-37.8136276
Australia,C,12,GK,Brad Jones,1982-03-19,36,5,0,Feyenoord,1,https://en.wikipedia.org/wiki/Brad_Jones_(footballer),"Armadale, Perth, Australia",116.015,-32.153
Australia,C,13,MF,Aaron Mooy,1990-09-15,27,33,5,Huddersfield Town,1,https://en.wikipedia.org/wiki/Aaron_Mooy,"Sydney, Australia",151.2092955,-33.8688197
Australia,C,14,FW,Jamie Maclaren,1993-07-29,24,6,0,Hibernian,1,https://en.wikipedia.org/wiki/Jamie_Maclaren,"Sunbury, Australia",144.713889,-37.581111
Australia,C,15,MF,Mile Jedinak ,1984-08-03,33,75,18,Aston Villa,1,https://en.wikipedia.org/wiki/Mile_Jedinak,"Camperdown, New South Wales, Australia",151.17988,-33.89013
Australia,C,16,DF,Aziz Behich,1990-12-16,27,22,2,Bursaspor,1,https://en.wikipedia.org/wiki/Aziz_Behich,"Melbourne, Victoria, Australia",144.9630576,-37.8136276
Australia,C,17,FW,Daniel Arzani,1999-01-04,19,1,0,Melbourne City,1,https://en.wikipedia.org/wiki/Daniel_Arzani,"Khorramabad, Iran",48.33896439999999,33.4646833
Australia,C,18,GK,Danny Vukovic,1985-03-27,33,1,0,Genk,1,https://en.wikipedia.org/wiki/Danny_Vukovic,"Sydney, New South Wales, Australia",151.2092955,-33.8688197
Australia,C,19,DF,Josh Risdon,1992-07-27,25,7,0,Western Sydney Wanderers,1,https://en.wikipedia.org/wiki/Josh_Risdon,"Bunbury, Australia",115.6396494,-33.325636
Australia,C,20,DF,Trent Sainsbury,1992-01-05,26,34,3,Grasshoppers,1,https://en.wikipedia.org/wiki/Trent_Sainsbury,"Thornlie, Western Australia, Australia",115.958,-32.058
Australia,C,21,FW,Dimitri Petratos,1992-11-10,25,2,0,Newcastle Jets,1,https://en.wikipedia.org/wiki/Dimitri_Petratos,"Sydney, New South Wales, Australia",151.2092955,-33.8688197
Australia,C,22,MF,Jackson Irvine,1993-03-07,25,18,2,Hull City,1,https://en.wikipedia.org/wiki/Jackson_Irvine,"Melbourne, Australia",144.9630576,-37.8136276
Australia,C,23,MF,Tom Rogic,1992-12-16,25,36,7,Celtic,1,https://en.wikipedia.org/wiki/Tom_Rogic,"Griffith, ACT, Australia",149.137222,-35.32472200000001
Denmark,C,1,GK,Kasper Schmeichel,1986-11-05,31,34,0,Leicester City,1,https://en.wikipedia.org/wiki/Kasper_Schmeichel,"Copenhagen, Denmark",12.5683372,55.6760968
Denmark,C,2,MF,Michael Krohn-Dehli,1983-06-06,34,58,6,Deportivo La Coruña,1,https://en.wikipedia.org/wiki/Michael_Krohn-Dehli,"Copenhagen, Denmark",12.5683372,55.6760968
Denmark,C,3,DF,Jannik Vestergaard,1992-08-03,25,16,1,Borussia Mönchengladbach,1,https://en.wikipedia.org/wiki/Jannik_Vestergaard,"Hvidovre, Denmark",12.4753859,55.64252200000001
Denmark,C,4,DF,Simon Kjær ,1989-03-26,29,77,3,Sevilla,1,https://en.wikipedia.org/wiki/Simon_Kj%C3%A6r,"Horsens, Denmark",9.8475881,55.8581302
Denmark,C,5,DF,Jonas Knudsen,1992-09-16,25,3,0,Ipswich Town,1,https://en.wikipedia.org/wiki/Jonas_Knudsen,"Esbjerg, Denmark",8.459405,55.476466
Denmark,C,6,DF,Andreas Christensen,1996-04-10,22,15,1,Chelsea,1,https://en.wikipedia.org/wiki/Andreas_Christensen,"Lillerød, Denmark",12.3429773,55.8684723
Denmark,C,7,MF,William Kvist,1985-02-24,33,79,2,Copenhagen,1,https://en.wikipedia.org/wiki/William_Kvist,"Odder, Denmark",10.149958,55.975718
Denmark,C,8,MF,Thomas Delaney,1991-09-03,26,26,4,Werder Bremen,1,https://en.wikipedia.org/wiki/Thomas_Delaney,"Frederiksberg, Denmark",12.513321,55.677069
Denmark,C,9,FW,Nicolai Jørgensen,1991-01-15,27,30,8,Feyenoord,1,https://en.wikipedia.org/wiki/Nicolai_J%C3%B8rgensen,"Ballerup, Denmark",12.354765,55.724508
Denmark,C,10,MF,Christian Eriksen,1992-02-14,26,77,21,Tottenham Hotspur,1,https://en.wikipedia.org/wiki/Christian_Eriksen,"Middelfart, Denmark",9.747171999999999,55.497204
Denmark,C,11,FW,Martin Braithwaite,1991-06-05,27,19,1,Bordeaux,1,https://en.wikipedia.org/wiki/Martin_Braithwaite,"Esbjerg, Denmark",8.459405,55.476466
Denmark,C,12,FW,Kasper Dolberg,1997-10-06,20,5,1,Ajax,1,https://en.wikipedia.org/wiki/Kasper_Dolberg,"Silkeborg, Denmark",9.5549217,56.176362
Denmark,C,13,DF,Mathias Jørgensen,1990-04-23,28,12,0,Huddersfield Town,1,https://en.wikipedia.org/wiki/Mathias_J%C3%B8rgensen,"Copenhagen, Denmark",12.5683372,55.6760968
Denmark,C,14,DF,Henrik Dalsgaard,1989-07-27,28,10,0,Brentford,1,https://en.wikipedia.org/wiki/Henrik_Dalsgaard,"Roum, Denmark",9.553447,56.606308
Denmark,C,15,FW,Viktor Fischer,1994-06-09,23,18,3,Copenhagen,1,https://en.wikipedia.org/wiki/Viktor_Fischer,"Aarhus, Denmark",10.203921,56.162939
Denmark,C,16,GK,Jonas Lössl,1989-02-01,29,1,0,Huddersfield Town,1,https://en.wikipedia.org/wiki/Jonas_L%C3%B6ssl,"Kolding, Denmark",9.4730519,55.495973
Denmark,C,17,DF,Jens Stryger Larsen,1991-02-21,27,12,1,Udinese,1,https://en.wikipedia.org/wiki/Jens_Stryger_Larsen,"Sakskøbing, Denmark",11.631226,54.798236
Denmark,C,18,MF,Lukas Lerager,1993-07-12,24,3,0,Bordeaux,1,https://en.wikipedia.org/wiki/Lukas_Lerager,"Gladsaxe, Denmark",12.4747962,55.7427646
Denmark,C,19,MF,Lasse Schöne,1986-05-27,32,35,3,Ajax,1,https://en.wikipedia.org/wiki/Lasse_Sch%C3%B6ne,"Glostrup, Denmark",12.402144,55.669217
Denmark,C,20,FW,Yussuf Poulsen,1994-06-15,23,27,3,RB Leipzig,1,https://en.wikipedia.org/wiki/Yussuf_Poulsen,"Copenhagen, Denmark",12.5683372,55.6760968
Denmark,C,21,FW,Andreas Cornelius,1993-03-16,25,18,4,Atalanta,1,https://en.wikipedia.org/wiki/Andreas_Cornelius,"Copenhagen, Denmark",12.5683372,55.6760968
Denmark,C,22,GK,Frederik Rønnow,1992-08-04,25,6,0,Brøndby,1,https://en.wikipedia.org/wiki/Frederik_R%C3%B8nnow,"Horsens, Denmark",9.8475881,55.8581302
Denmark,C,23,FW,Pione Sisto,1995-02-04,23,13,1,Celta Vigo,1,https://en.wikipedia.org/wiki/Pione_Sisto,"Kampala, Uganda",32.5825197,0.3475964
France,C,1,GK,Hugo Lloris ,1986-12-26,31,97,0,Tottenham Hotspur,1,https://en.wikipedia.org/wiki/Hugo_Lloris,"Nice, France",7.261953200000001,43.7101728
France,C,2,DF,Benjamin Pavard,1996-03-28,22,5,0,VfB Stuttgart,1,https://en.wikipedia.org/wiki/Benjamin_Pavard,"Maubeuge, France",3.9674,50.280228
France,C,3,DF,Presnel Kimpembe,1995-08-13,22,2,0,Paris Saint-Germain,1,https://en.wikipedia.org/wiki/Presnel_Kimpembe,"Beaumont-sur-Oise, France",2.284601,49.14155100000001
France,C,4,DF,Raphaël Varane,1993-04-25,25,41,2,Real Madrid,1,https://en.wikipedia.org/wiki/Rapha%C3%ABl_Varane,"Lille, France",3.057256,50.62925
France,C,5,DF,Samuel Umtiti,1993-11-14,24,18,2,Barcelona,1,https://en.wikipedia.org/wiki/Samuel_Umtiti,"Yaoundé, Cameroon",11.5020752,3.8480325
France,C,6,MF,Paul Pogba,1993-03-15,25,53,9,Manchester United,1,https://en.wikipedia.org/wiki/Paul_Pogba,"Lagny-sur-Marne, France",2.713016,48.87296
France,C,7,FW,Antoine Griezmann,1991-03-21,27,53,20,Atlético Madrid,1,https://en.wikipedia.org/wiki/Antoine_Griezmann,"Mâcon, France",4.828730999999999,46.3068839
France,C,8,FW,Thomas Lemar,1995-11-12,22,11,3,Monaco,1,https://en.wikipedia.org/wiki/Thomas_Lemar,"Baie-Mahault, Guadeloupe",-61.571718,16.2444738
France,C,9,FW,Olivier Giroud,1986-09-30,31,73,31,Chelsea,1,https://en.wikipedia.org/wiki/Olivier_Giroud,"Chambéry, France",5.917781,45.564601
France,C,10,FW,Kylian Mbappé,1998-12-20,19,14,3,Paris Saint-Germain,1,https://en.wikipedia.org/wiki/Kylian_Mbapp%C3%A9,"Paris, France",2.3522219,48.856614
France,C,11,FW,Ousmane Dembélé,1997-05-15,21,11,2,Barcelona,1,https://en.wikipedia.org/wiki/Ousmane_Demb%C3%A9l%C3%A9,"Vernon, France",1.488107,49.091958
France,C,12,MF,Corentin Tolisso,1994-08-03,23,8,0,Bayern Munich,1,https://en.wikipedia.org/wiki/Corentin_Tolisso,"Tarare, France",4.433425,45.89676
France,C,13,MF,N'Golo Kanté,1991-03-29,27,23,1,Chelsea,1,https://en.wikipedia.org/wiki/N%27Golo_Kant%C3%A9,"Paris, France",2.3522219,48.856614
France,C,14,MF,Blaise Matuidi,1987-04-09,31,66,9,Juventus,1,https://en.wikipedia.org/wiki/Blaise_Matuidi,"Toulouse, France",1.444209,43.604652
France,C,15,MF,Steven Nzonzi,1988-12-15,29,4,0,Sevilla,1,https://en.wikipedia.org/wiki/Steven_Nzonzi,"La Garenne-Colombes, France",2.244085,48.906535
France,C,16,GK,Steve Mandanda,1985-03-28,33,27,0,Marseille,1,https://en.wikipedia.org/wiki/Steve_Mandanda,"Kinshasa, Zaire",15.2662931,-4.4419311
France,C,17,DF,Adil Rami,1985-12-27,32,35,1,Marseille,1,https://en.wikipedia.org/wiki/Adil_Rami,"Bastia, France",9.450880999999999,42.697283
France,C,18,FW,Nabil Fekir,1993-07-18,24,11,2,Lyon,1,https://en.wikipedia.org/wiki/Nabil_Fekir,"Lyon, France",4.835659,45.764043
France,C,19,DF,Djibril Sidibé,1992-07-29,25,16,1,Monaco,1,"https://en.wikipedia.org/wiki/Djibril_Sidib%C3%A9_(footballer,_born_1992)","Troyes, France",4.0744009,48.2973451
France,C,20,FW,Florian Thauvin,1993-01-26,25,4,0,Marseille,1,https://en.wikipedia.org/wiki/Florian_Thauvin,"Orléans, France",1.909251,47.902964
France,C,21,DF,Lucas Hernández,1996-02-14,22,4,0,Atlético Madrid,1,https://en.wikipedia.org/wiki/Lucas_Hern%C3%A1ndez,"Marseille, France",5.36978,43.296482
France,C,22,DF,Benjamin Mendy,1994-07-17,23,6,0,Manchester City,1,https://en.wikipedia.org/wiki/Benjamin_Mendy,"Longjumeau, France",2.2947615,48.6930642
France,C,23,GK,Alphonse Areola,1993-02-27,25,0,0,Paris Saint-Germain,1,https://en.wikipedia.org/wiki/Alphonse_Areola,"Paris, France",2.3522219,48.856614
Peru,C,1,GK,Pedro Gallese,1990-02-23,28,37,0,Veracruz,1,https://en.wikipedia.org/wiki/Pedro_Gallese,"Lima, Peru",-77.042754,-12.0463731
Peru,C,2,DF,Alberto Rodríguez,1984-03-31,34,58,0,Atlético Junior,1,https://en.wikipedia.org/wiki/Alberto_Junior_Rodr%C3%ADguez,"Lima, Peru",-77.042754,-12.0463731
Peru,C,3,DF,Aldo Corzo,1989-05-20,29,25,0,Universitario,1,https://en.wikipedia.org/wiki/Aldo_Corzo,"Lima, Peru",-77.042754,-12.0463731
Peru,C,4,DF,Anderson Santamaría,1992-01-10,26,3,0,Puebla,1,https://en.wikipedia.org/wiki/Anderson_Santamar%C3%ADa,"Tingo María, Peru ,",-75.99785899999999,-9.295763599999999
Peru,C,5,DF,Miguel Araujo,1994-10-24,23,7,0,Alianza Lima,1,https://en.wikipedia.org/wiki/Miguel_Araujo,"Villa María del Triunfo, Peru",-76.9297354,-12.1590715
Peru,C,6,DF,Miguel Trauco,1992-08-25,25,26,0,Flamengo,1,https://en.wikipedia.org/wiki/Miguel_Trauco,"Tarapoto, Peru",-76.3726891,-6.4824784
Peru,C,7,MF,Paolo Hurtado,1990-07-27,27,31,3,Vitória de Guimarães,1,https://en.wikipedia.org/wiki/Paolo_Hurtado,"Callao, Peru",-77.1259843,-12.0508491
Peru,C,8,MF,Christian Cueva,1991-11-23,26,43,8,São Paulo,1,https://en.wikipedia.org/wiki/Christian_Cueva,"Trujillo, Peru",-79.0215336,-8.1090524
Peru,C,9,FW,Paolo Guerrero ,1984-01-01,34,87,34,Flamengo,1,https://en.wikipedia.org/wiki/Paolo_Guerrero,"Lima, Peru",-77.042754,-12.0463731
Peru,C,10,FW,Jefferson Farfán,1984-10-26,33,83,25,Lokomotiv Moscow,1,https://en.wikipedia.org/wiki/Jefferson_Farf%C3%A1n,"Lima, Peru",-77.042754,-12.0463731
Peru,C,11,FW,Raúl Ruidíaz,1990-07-25,27,30,4,Morelia,1,https://en.wikipedia.org/wiki/Ra%C3%BAl_Ruid%C3%ADaz,"Villa María del Triunfo, Peru",-76.9297354,-12.1590715
Peru,C,12,GK,Carlos Cáceda,1991-09-27,26,4,0,Deportivo Municipal,1,https://en.wikipedia.org/wiki/Carlos_C%C3%A1ceda,"Lima, Peru",-77.042754,-12.0463731
Peru,C,13,MF,Renato Tapia,1995-07-28,22,22,1,Feyenoord,1,https://en.wikipedia.org/wiki/Renato_Tapia,"Lima, Peru",-77.042754,-12.0463731
Peru,C,14,MF,Andy Polo,1994-09-29,23,16,1,Portland Timbers,1,https://en.wikipedia.org/wiki/Andy_Polo,"Lima, Peru",-77.042754,-12.0463731
Peru,C,15,DF,Christian Ramos,1988-11-04,29,65,3,Veracruz,1,https://en.wikipedia.org/wiki/Christian_Ramos,"Lima, Peru",-77.042754,-12.0463731
Peru,C,16,MF,Wilder Cartagena,1994-09-23,23,3,0,Veracruz,1,https://en.wikipedia.org/wiki/Wilder_Cartagena,Peru,-75.015152,-9.189967
Peru,C,17,DF,Luis Advíncula,1990-03-02,28,64,0,Lobos BUAP,1,https://en.wikipedia.org/wiki/Luis_Adv%C3%ADncula,"Chincha, Peru",-76.13671099999999,-13.42553
Peru,C,18,FW,André Carrillo,1991-06-14,26,44,5,Watford,1,https://en.wikipedia.org/wiki/Andr%C3%A9_Carrillo,"Lima, Peru",-77.042754,-12.0463731
Peru,C,19,MF,Yoshimar Yotún,1990-04-07,28,72,2,Orlando City,1,https://en.wikipedia.org/wiki/Yoshimar_Yot%C3%BAn,"Callao, Peru",-77.1259843,-12.0508491
Peru,C,20,FW,Edison Flores,1994-05-14,24,28,9,AaB,1,https://en.wikipedia.org/wiki/Edison_Flores,"Lima, Peru",-77.042754,-12.0463731
Peru,C,21,GK,José Carvallo,1986-03-01,32,6,0,UTC,1,https://en.wikipedia.org/wiki/Jos%C3%A9_Carvallo,"Lima, Peru",-77.042754,-12.0463731
Peru,C,22,DF,Nilson Loyola,1994-10-26,23,3,0,Melgar,1,https://en.wikipedia.org/wiki/Nilson_Loyola,"Lima, Peru",-77.042754,-12.0463731
Peru,C,23,MF,Pedro Aquino,1995-04-13,23,12,0,Lobos BUAP,1,https://en.wikipedia.org/wiki/Pedro_Aquino,"Lima, Peru",-77.042754,-12.0463731
Argentina,D,1,GK,Nahuel Guzmán,1986-02-10,32,6,0,UANL,1,https://en.wikipedia.org/wiki/Nahuel_Guzm%C3%A1n,"Rosario, Santa Fe, Argentina",-60.65053880000001,-32.9442426
Argentina,D,2,DF,Gabriel Mercado,1987-03-18,31,20,3,Sevilla,1,https://en.wikipedia.org/wiki/Gabriel_Mercado,"Puerto Madryn, Argentina",-65.0317175,-42.7694476
Argentina,D,3,DF,Nicolás Tagliafico,1992-08-31,25,4,0,Ajax,1,https://en.wikipedia.org/wiki/Nicol%C3%A1s_Tagliafico,"Buenos Aires, Argentina",-58.3815591,-34.6036844
Argentina,D,4,DF,Cristian Ansaldi,1986-09-20,31,5,0,Torino,1,https://en.wikipedia.org/wiki/Cristian_Ansaldi,"Rosario, Argentina",-60.65053880000001,-32.9442426
Argentina,D,5,MF,Lucas Biglia,1986-01-30,32,57,1,Milan,1,https://en.wikipedia.org/wiki/Lucas_Biglia,"Mercedes, Buenos Aires, Argentina",-58.0185646,-33.2604441
Argentina,D,6,DF,Federico Fazio,1987-03-17,31,9,1,Roma,1,https://en.wikipedia.org/wiki/Federico_Fazio,"Buenos Aires, Argentina",-58.3815591,-34.6036844
Argentina,D,7,MF,Éver Banega,1988-06-29,29,62,6,Sevilla,1,https://en.wikipedia.org/wiki/%C3%89ver_Banega,"Rosario, Argentina",-60.65053880000001,-32.9442426
Argentina,D,8,DF,Marcos Acuña,1991-10-28,26,10,0,Sporting CP,1,https://en.wikipedia.org/wiki/Marcos_Acu%C3%B1a,"Zapala, Neuquén, Argentina",-70.0649014,-38.9031623
